Device: cuda
Current cuda device: 0
Count of using GPUs: 1
/home/smartai/anaconda3/envs/seg/lib/python3.6/site-packages/torch/nn/functional.py:3103: UserWarning: The default behavior for interpolate/upsample with float scale_factor changed in 1.6.0 to align with other frameworks/libraries, and now uses scale_factor directly, instead of relying on the computed output size. If you wish to restore the old behavior, please set recompute_scale_factor=True. See the documentation of nn.Upsample for details.
  warnings.warn("The default behavior for interpolate/upsample with float scale_factor changed "
Epoch: [0]  [    0/23968]  eta: 7:24:36  lr: 0.000010  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6928 (0.6928)  loss_box_reg: 0.1525 (0.1525)  loss_mask: 1.9225 (1.9225)  loss_objectness: 0.0035 (0.0035)  loss_rpn_box_reg: 0.0022 (0.0022)  _timestamp: 1650692504.0000 (1650692504.0000)  _runtime: 6.0000 (6.0000)  time: 1.1130  data: 0.3622  max mem: 6265
Epoch: [0]  [    1/23968]  eta: 5:58:28  lr: 0.000015  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6705 (0.6816)  loss_box_reg: 0.1494 (0.1510)  loss_mask: 1.9225 (1.9677)  loss_objectness: 0.0035 (0.0052)  loss_rpn_box_reg: 0.0010 (0.0016)  _timestamp: 1650692504.0000 (1650692504.5000)  _runtime: 6.0000 (6.5000)  time: 0.8974  data: 0.1828  max mem: 6540
Epoch: [0]  [    2/23968]  eta: 5:34:23  lr: 0.000020  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6928 (0.6891)  loss_box_reg: 0.1494 (0.1499)  loss_mask: 1.9478 (1.9611)  loss_objectness: 0.0067 (0.0057)  loss_rpn_box_reg: 0.0020 (0.0017)  _timestamp: 1650692505.0000 (1650692504.6667)  _runtime: 7.0000 (6.6667)  time: 0.8372  data: 0.1310  max mem: 6540
Epoch: [0]  [    3/23968]  eta: 5:20:00  lr: 0.000025  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6705 (0.6844)  loss_box_reg: 0.1477 (0.1479)  loss_mask: 1.9225 (1.9154)  loss_objectness: 0.0043 (0.0053)  loss_rpn_box_reg: 0.0015 (0.0017)  _timestamp: 1650692505.0000 (1650692505.0000)  _runtime: 7.0000 (7.0000)  time: 0.8012  data: 0.1027  max mem: 6543
Epoch: [0]  [    4/23968]  eta: 5:12:41  lr: 0.000030  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6705 (0.6793)  loss_box_reg: 0.1494 (0.1488)  loss_mask: 1.9225 (1.8707)  loss_objectness: 0.0043 (0.0050)  loss_rpn_box_reg: 0.0018 (0.0017)  _timestamp: 1650692505.0000 (1650692505.4000)  _runtime: 7.0000 (7.4000)  time: 0.7829  data: 0.0859  max mem: 6543
Epoch: [0]  [    5/23968]  eta: 5:06:52  lr: 0.000035  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6703 (0.6720)  loss_box_reg: 0.1477 (0.1478)  loss_mask: 1.7782 (1.8215)  loss_objectness: 0.0043 (0.0053)  loss_rpn_box_reg: 0.0015 (0.0017)  _timestamp: 1650692505.0000 (1650692505.8333)  _runtime: 7.0000 (7.8333)  time: 0.7684  data: 0.0745  max mem: 6543
Epoch: [0]  [    6/23968]  eta: 5:02:48  lr: 0.000040  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6703 (0.6642)  loss_box_reg: 0.1494 (0.1508)  loss_mask: 1.7782 (1.7890)  loss_objectness: 0.0067 (0.0056)  loss_rpn_box_reg: 0.0018 (0.0018)  _timestamp: 1650692506.0000 (1650692506.1429)  _runtime: 8.0000 (8.1429)  time: 0.7582  data: 0.0665  max mem: 6543
Epoch: [0]  [    7/23968]  eta: 4:59:42  lr: 0.000045  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6587 (0.6540)  loss_box_reg: 0.1490 (0.1506)  loss_mask: 1.6919 (1.7373)  loss_objectness: 0.0043 (0.0053)  loss_rpn_box_reg: 0.0015 (0.0017)  _timestamp: 1650692506.0000 (1650692506.5000)  _runtime: 8.0000 (8.5000)  time: 0.7505  data: 0.0605  max mem: 6543
Epoch: [0]  [    8/23968]  eta: 4:57:29  lr: 0.000050  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6587 (0.6437)  loss_box_reg: 0.1491 (0.1504)  loss_mask: 1.6919 (1.6789)  loss_objectness: 0.0067 (0.0061)  loss_rpn_box_reg: 0.0018 (0.0017)  _timestamp: 1650692507.0000 (1650692506.8889)  _runtime: 9.0000 (8.8889)  time: 0.7450  data: 0.0563  max mem: 6543
Epoch: [0]  [    9/23968]  eta: 4:55:30  lr: 0.000055  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6358 (0.6320)  loss_box_reg: 0.1491 (0.1527)  loss_mask: 1.5941 (1.6276)  loss_objectness: 0.0046 (0.0060)  loss_rpn_box_reg: 0.0018 (0.0018)  _timestamp: 1650692507.0000 (1650692507.2000)  _runtime: 9.0000 (9.2000)  time: 0.7400  data: 0.0525  max mem: 6543
Epoch: [0]  [   10/23968]  eta: 4:53:48  lr: 0.000060  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6358 (0.6202)  loss_box_reg: 0.1494 (0.1525)  loss_mask: 1.5941 (1.5788)  loss_objectness: 0.0067 (0.0066)  loss_rpn_box_reg: 0.0020 (0.0018)  _timestamp: 1650692508.0000 (1650692507.5455)  _runtime: 10.0000 (9.5455)  time: 0.7358  data: 0.0494  max mem: 6543
Epoch: [0]  [   11/23968]  eta: 4:53:10  lr: 0.000065  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6175 (0.6067)  loss_box_reg: 0.1491 (0.1520)  loss_mask: 1.5758 (1.5352)  loss_objectness: 0.0067 (0.0068)  loss_rpn_box_reg: 0.0020 (0.0019)  _timestamp: 1650692508.0000 (1650692507.9167)  _runtime: 10.0000 (9.9167)  time: 0.7342  data: 0.0476  max mem: 6543
Epoch: [0]  [   12/23968]  eta: 4:51:55  lr: 0.000070  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.6175 (0.5930)  loss_box_reg: 0.1494 (0.1526)  loss_mask: 1.5758 (1.4872)  loss_objectness: 0.0068 (0.0070)  loss_rpn_box_reg: 0.0020 (0.0020)  _timestamp: 1650692508.0000 (1650692508.2308)  _runtime: 10.0000 (10.2308)  time: 0.7312  data: 0.0454  max mem: 6543
Epoch: [0]  [   13/23968]  eta: 4:51:41  lr: 0.000075  loss: 1650692480.0000 (1650692480.0000)  loss_classifier: 0.5827 (0.5774)  loss_box_reg: 0.1491 (0.1521)  loss_mask: 1.3754 (1.4399)  loss_objectness: 0.0068 (0.0070)  loss_rpn_box_reg: 0.0020 (0.0020)  _timestamp: 1650692508.0000 (1650692508.5714)  _runtime: 10.0000 (10.5714)  time: 0.7306  data: 0.0451  max mem: 6543
